beta,makespan,labor_cost,total_cost
0.6,242.6796334684141,538203.7676836716,538203.7676836716
0.6,293.70461403906876,503956.13651374733,503956.13651374733
0.6,265.83605856550275,515433.85810366436,515433.85810366436
0.6,248.9055804930401,531406.7681310043,531406.7681310043
0.6,269.7866709706284,512768.98892198823,512768.98892198823
0.6,224.17050711173118,568507.6923862587,568507.6923862587
0.6,278.07559262360667,508390.97041930945,508390.97041930945
0.6,278.18216862087525,508276.19578159385,508276.19578159385
0.6,247.93461277121273,532389.4886071075,532389.4886071075
0.6,240.45468293736056,540829.0001349262,540829.0001349262
0.6,272.8065545084437,511223.79861079226,511223.79861079226
0.6,234.5447498005837,548606.2163439516,548606.2163439516
0.6,261.38291106589577,518472.91529229557,518472.91529229557
0.6,268.4200567085554,513540.5391861757,513540.5391861757
0.6,270.0333184316362,512604.7827037386,512604.7827037386
0.6,276.8284605297277,508817.7233114587,508817.7233114587
0.6,272.1103863787767,511526.7572043368,511526.7572043368
0.6,254.3454740596604,525507.7213755692,525507.7213755692
0.6,290.1684898525198,504831.29795562074,504831.29795562074
0.6,240.40268504072864,540996.9230229605,540996.9230229605
0.6,251.52353315414717,528261.8581785517,528261.8581785517
0.6,226.3131739773168,562346.3431469336,562346.3431469336
0.6,266.5767184226094,514650.96170600364,514650.96170600364
0.6,267.45624171714513,514131.81857598585,514131.81857598585
