c_late,c_early,makespan,total_crash_cost,penalty_applied,bonus_applied,net_cost,status,makespan_raw
101.01010101010101,1636.3636363636363,199,95960.62,0.0,237272.72727272726,-141312.10727272727,OPTIMAL,199
101.01010101010101,1656.5656565656564,199,95960.62,0.0,240202.02020202018,-144241.4002020202,OPTIMAL,199
101.01010101010101,1676.7676767676767,198,97632.88,0.0,244808.0808080808,-147175.2008080808,OPTIMAL,198
101.01010101010101,1696.9696969696968,198,97632.88,0.0,247757.57575757572,-150124.6957575757,OPTIMAL,198
101.01010101010101,1717.171717171717,198,97632.88,0.0,250707.0707070707,-153074.1907070707,OPTIMAL,198
101.01010101010101,1737.3737373737372,198,97632.88,0.0,253656.56565656562,-156023.68565656562,OPTIMAL,198
101.01010101010101,1757.5757575757575,198,97632.88,0.0,256606.0606060606,-158973.1806060606,OPTIMAL,198
101.01010101010101,1777.7777777777776,198,97632.88,0.0,259555.55555555553,-161922.67555555553,OPTIMAL,198
101.01010101010101,1797.979797979798,198,97632.88,0.0,262505.0505050505,-164872.1705050505,OPTIMAL,198
101.01010101010101,606.060606060606,246,41659.92,0.0,59393.93939393939,-17734.019393939394,OPTIMAL,246
101.01010101010101,626.2626262626262,244,42874.3,0.0,62626.26262626262,-19751.96262626262,OPTIMAL,244
101.01010101010101,646.4646464646464,244,42874.3,0.0,64646.46464646464,-21772.16464646464,OPTIMAL,244
